year,mileage_km,power_kw,objem_motoru,price_czk
2018,129699.0,147.0,2.2,100000.0
2018,129699.0,147.0,2.2,100000.0
2010,207874.0,44.0,1.2,50000.0
2010,207874.0,44.0,1.2,50000.0
2008,108508.0,96.0,1.5,110000.0
2008,108508.0,96.0,1.5,110000.0
2016,236798.0,140.0,2.0,200000.0
2016,236798.0,140.0,2.0,200000.0
2016,121213.0,81.0,1.2,100000.0
2016,121213.0,81.0,1.2,100000.0
2014,250310.0,96.0,2.0,300000.0
2014,250310.0,96.0,2.0,300000.0
2016,91685.0,88.0,1.2,100000.0
2016,91685.0,88.0,1.2,100000.0
2012,246980.0,125.0,2.0,50000.0
2012,246980.0,125.0,2.0,50000.0
2011,232169.0,77.0,1.6,50000.0
2011,232169.0,77.0,1.6,50000.0
2010,153738.0,103.0,2.0,100000.0
2010,153738.0,103.0,2.0,100000.0
2015,183280.0,110.0,1.5,50000.0
2015,183280.0,110.0,1.5,50000.0
2015,22706.0,92.0,1.4,100000.0
2015,22706.0,92.0,1.4,100000.0
2019,21501.0,85.0,1.0,160000.0
2019,21501.0,85.0,1.0,160000.0
2012,233600.0,77.0,1.2,100000.0
2012,233600.0,77.0,1.2,100000.0
2015,99327.0,66.0,1.2,50000.0
2015,99327.0,66.0,1.2,50000.0
2012,102000.0,55.0,1.2,50000.0
2012,102000.0,55.0,1.2,50000.0
2014,155116.0,143.0,2.0,100000.0
2014,155116.0,143.0,2.0,100000.0
2018,233348.0,140.0,2.0,200000.0
2018,233348.0,140.0,2.0,200000.0
2012,177242.0,63.0,1.2,50000.0
2012,177242.0,63.0,1.2,50000.0
2010,235383.0,103.0,2.0,50000.0
2010,235383.0,103.0,2.0,50000.0
2015,145923.0,104.0,1.7,200000.0
2015,145923.0,104.0,1.7,200000.0
2011,163645.0,65.0,1.5,50000.0
2011,163645.0,65.0,1.5,50000.0
2014,137185.0,70.0,1.6,90000.0
2014,137185.0,70.0,1.6,90000.0
2013,98734.0,85.0,1.6,90000.0
2013,98734.0,85.0,1.6,90000.0
2010,70378.0,90.0,1.4,100000.0
2010,70378.0,90.0,1.4,100000.0
2004,237231.0,65.0,1.4,70000.0
2004,237231.0,65.0,1.4,70000.0
2015,176695.0,103.0,2.0,60000.0
2015,176695.0,103.0,2.0,60000.0
2012,107236.0,60.0,1.0,120000.0
2012,107236.0,60.0,1.0,120000.0
2015,158800.0,162.0,2.0,90000.0
2015,158800.0,162.0,2.0,90000.0
2006,234141.0,85.0,1.9,50000.0
2006,234141.0,85.0,1.9,50000.0
2014,152918.0,85.0,1.2,50000.0
2014,152918.0,85.0,1.2,50000.0
2005,168529.0,103.0,2.0,60000.0
2005,168529.0,103.0,2.0,60000.0
2014,174785.0,110.0,2.0,90000.0
2014,174785.0,110.0,2.0,90000.0
2014,84654.0,97.0,1.2,310000.0
2014,84654.0,97.0,1.2,310000.0
2018,252173.0,110.0,1.4,50000.0
2018,252173.0,110.0,1.4,50000.0
2018,193181.0,85.0,1.6,60000.0
2018,193181.0,85.0,1.6,60000.0
2018,73518.0,81.0,1.2,100000.0
2018,73518.0,81.0,1.2,100000.0
2016,179919.0,132.0,2.0,150000.0
2016,179919.0,132.0,2.0,150000.0
2017,51353.0,87.0,1.2,200000.0
2017,51353.0,87.0,1.2,200000.0
2011,342720.0,77.0,1.2,100000.0
2011,342720.0,77.0,1.2,100000.0
2005,85112.0,77.0,1.9,50000.0
2005,85112.0,77.0,1.9,50000.0
2016,96611.0,99.0,1.6,100000.0
2016,96611.0,99.0,1.6,100000.0
2014,311984.0,135.0,2.0,100000.0
2014,311984.0,135.0,2.0,100000.0
2016,65838.0,73.0,1.4,50000.0
2016,65838.0,73.0,1.4,50000.0
2010,243475.0,77.0,1.6,50000.0
2010,243475.0,77.0,1.6,50000.0
2017,147810.0,135.0,2.0,200000.0
2017,147810.0,135.0,2.0,200000.0
2017,50226.0,44.0,1.0,60000.0
2017,50226.0,44.0,1.0,60000.0
2022,74139.0,110.0,1.5,100000.0
2022,74139.0,110.0,1.5,100000.0
2021,130786.0,70.0,1.0,100000.0
2021,130786.0,70.0,1.0,100000.0
2017,50036.0,130.0,2.0,12830.0
2018,62959.0,44.0,1.0,100000.0
2018,62959.0,44.0,1.0,100000.0
2011,139107.0,103.0,1.4,169000.0
2015,128667.0,90.0,1.4,100000.0
2015,128667.0,90.0,1.4,100000.0
2019,73693.0,81.0,1.0,94000.0
2018,74745.0,66.0,0.9,100000.0
2018,74745.0,66.0,0.9,100000.0
2022,118072.0,118.0,1.5,12400.0
2020,107127.0,85.0,2.0,100000.0
2020,107127.0,85.0,2.0,100000.0
2016,88892.0,100.0,1.5,100000.0
2016,88892.0,100.0,1.5,100000.0
2017,110765.0,81.0,1.2,200000.0
2017,110765.0,81.0,1.2,200000.0
2022,118072.0,118.0,1.5,12400.0
2016,113245.0,110.0,1.5,700000.0
2016,113245.0,110.0,1.5,700000.0
2015,129889.0,125.0,2.2,110000.0
2015,129889.0,125.0,2.2,110000.0
2021,132791.0,110.0,1.5,11400.0
2021,72794.0,100.0,1.6,14820.0
2016,169955.0,87.0,1.2,310000.0
2016,169955.0,87.0,1.2,310000.0
2017,90069.0,60.0,1.2,188000.0
2014,109054.0,103.0,1.4,100000.0
2014,109054.0,103.0,1.4,100000.0
2008,72920.0,81.0,1.5,200000.0
2008,72920.0,81.0,1.5,200000.0
2022,89285.0,91.0,1.0,100000.0
2022,89285.0,91.0,1.0,100000.0
2016,149421.0,77.0,1.6,127000.0
2017,196725.0,165.0,3.0,16790.0
2018,136245.0,81.0,1.0,100000.0
2018,136245.0,81.0,1.0,100000.0
2021,131929.0,85.0,2.0,120000.0
2021,131929.0,85.0,2.0,120000.0
2014,250443.0,100.0,1.6,100000.0
2014,250443.0,100.0,1.6,100000.0
2017,122790.0,110.0,1.4,110000.0
2017,122790.0,110.0,1.4,110000.0
2020,151310.0,110.0,2.0,110000.0
2020,151310.0,110.0,2.0,110000.0
2015,151188.0,77.0,1.4,69000.0
2015,167898.0,160.0,3.0,110000.0
2015,167898.0,160.0,3.0,110000.0
2013,116865.0,122.0,2.0,67000.0
2017,123173.0,125.0,2.2,150000.0
2017,123173.0,125.0,2.2,150000.0
2016,116541.0,81.0,1.2,100000.0
2016,116541.0,81.0,1.2,100000.0
2017,61222.0,110.0,2.0,14250.0
2017,153049.0,110.0,2.0,164000.0
2013,92929.0,63.0,1.2,100000.0
2013,92929.0,63.0,1.2,100000.0
2021,54714.0,96.0,1.2,100000.0
2021,54714.0,96.0,1.2,100000.0
2013,155999.0,63.0,1.2,50000.0
2013,155999.0,63.0,1.2,50000.0
2015,191541.0,133.0,2.0,115000.0
2016,203545.0,66.0,1.4,45000.0
2021,161747.0,110.0,2.0,50000.0
2021,161747.0,110.0,2.0,50000.0
2020,122363.0,85.0,1.6,145000.0
2018,317895.0,110.0,2.0,100000.0
2018,317895.0,110.0,2.0,100000.0
2012,147663.0,96.0,1.6,89000.0
2011,168022.0,77.0,1.6,480000.0
2011,168022.0,77.0,1.6,480000.0
2015,124320.0,206.0,2.0,100000.0
2015,124320.0,206.0,2.0,100000.0
2020,179302.0,85.0,2.0,79000.0
2017,193487.0,110.0,2.0,11400.0
2021,187342.0,147.0,2.0,14250.0
2016,258981.0,88.0,1.6,150000.0
2016,258981.0,88.0,1.6,150000.0
2011,147158.0,81.0,1.7,300000.0
2011,147158.0,81.0,1.7,300000.0
2014,225839.0,125.0,2.0,100000.0
2014,225839.0,125.0,2.0,100000.0
2019,129886.0,70.0,1.0,115000.0
2012,98935.0,63.0,1.2,90000.0
2012,98935.0,63.0,1.2,90000.0
2020,170212.0,140.0,2.0,450000.0
2020,170212.0,140.0,2.0,450000.0
2022,59993.0,147.0,2.0,223000.0
2011,138240.0,77.0,1.2,100000.0
2018,116399.0,55.0,1.0,100000.0
2018,116399.0,55.0,1.0,100000.0
2021,152692.0,70.0,1.0,68000.0
2014,151498.0,90.0,1.4,100000.0
2014,151498.0,90.0,1.4,100000.0
2013,85323.0,63.0,1.2,75000.0
2020,111721.0,110.0,1.5,96000.0
2020,119314.0,85.0,2.0,150000.0
2020,119314.0,85.0,2.0,150000.0
2020,69214.0,95.0,1.4,100000.0
2020,69214.0,95.0,1.4,100000.0
2019,123883.0,70.0,1.0,49000.0
2014,249413.0,66.0,1.4,50000.0
2014,249413.0,66.0,1.4,50000.0
2009,216467.0,66.0,1.6,133000.0
2009,216467.0,66.0,1.6,133000.0
2015,186016.0,206.0,2.0,100000.0
2015,134660.0,100.0,1.6,98000.0
2018,176667.0,132.0,1.8,102000.0
2022,59709.0,81.0,1.0,12540.0
2015,126679.0,77.0,1.2,100000.0
2015,126679.0,77.0,1.2,100000.0
2016,317475.0,66.0,1.4,54000.0
2015,198150.0,63.0,1.2,112000.0
2015,140906.0,140.0,2.0,200000.0
2015,140906.0,140.0,2.0,200000.0
2009,119735.0,110.0,1.4,78000.0
2005,208979.0,47.0,1.2,50000.0
2005,208979.0,47.0,1.2,50000.0
2015,133241.0,77.0,1.2,65000.0
2014,131480.0,92.0,1.4,200000.0
2014,131480.0,92.0,1.4,200000.0
2018,112956.0,81.0,1.2,88000.0
2018,103656.0,80.0,1.5,87000.0
2008,45727.0,96.0,1.2,11970.0
2013,79519.0,63.0,1.2,48000.0
2015,82684.0,81.0,1.2,89000.0
2018,152800.0,110.0,2.0,111000.0
2015,112282.0,85.0,1.2,93000.0
2013,182089.0,130.0,2.0,100000.0
2013,182089.0,130.0,2.0,100000.0
2020,61749.0,92.0,1.0,50000.0
2014,102235.0,135.0,2.0,74000.0
2009,161344.0,103.0,1.8,50000.0
2009,161344.0,103.0,1.8,50000.0
2015,123591.0,77.0,1.2,100000.0
2017,87855.0,81.0,1.0,111000.0
2012,207830.0,130.0,2.0,50000.0
2012,207830.0,130.0,2.0,50000.0
2021,40565.0,96.0,1.5,100000.0
2021,40565.0,96.0,1.5,100000.0
2021,78119.0,96.0,1.2,133000.0
2020,227071.0,85.0,2.0,100000.0
2014,223232.0,77.0,1.6,79000.0
2018,132229.0,80.0,1.5,67000.0
2009,124236.0,70.0,1.4,150000.0
2009,124236.0,70.0,1.4,150000.0
2021,139990.0,85.0,2.0,200000.0
2021,139990.0,85.0,2.0,200000.0
2007,95316.0,51.0,1.2,56000.0
2019,147344.0,96.0,1.5,65000.0
2015,103262.0,85.0,1.6,68000.0
2017,166955.0,85.0,1.6,98000.0
2010,94382.0,100.0,2.0,134000.0
2008,122399.0,55.0,1.2,46000.0
2005,120615.0,72.0,1.4,50000.0
2005,120615.0,72.0,1.4,50000.0
2013,221611.0,77.0,1.6,100000.0
2013,221611.0,77.0,1.6,100000.0
2013,162478.0,77.0,1.2,61000.0
2018,113328.0,110.0,2.0,150000.0
2018,113328.0,110.0,2.0,150000.0
2010,102979.0,66.0,1.6,69000.0
2016,72905.0,49.0,1.0,45000.0
2019,145251.0,81.0,1.0,100000.0
2019,105895.0,135.0,2.0,100000.0
2019,105895.0,135.0,2.0,100000.0
2015,314885.0,81.0,1.6,67000.0
2017,144484.0,110.0,2.0,100000.0
2017,144484.0,110.0,2.0,100000.0
2021,146986.0,110.0,1.5,13250.0
2016,96874.0,100.0,2.0,67000.0
2020,166815.0,140.0,2.0,17100.0
2010,62793.0,44.0,1.2,50000.0
2010,62793.0,44.0,1.2,50000.0
2014,163947.0,97.0,1.6,100000.0
2014,163947.0,97.0,1.6,100000.0
2010,249758.0,120.0,2.0,62000.0
2015,196390.0,110.0,2.0,67000.0
2017,225414.0,110.0,2.0,100000.0
2017,225414.0,110.0,2.0,100000.0
2012,143006.0,103.0,2.0,84000.0
2003,212720.0,47.0,1.2,45000.0
2005,228006.0,120.0,1.8,90000.0
2018,98066.0,110.0,2.0,113000.0
2017,107620.0,85.0,1.0,78000.0
2012,281030.0,81.0,2.0,112000.0
2014,51117.0,81.0,1.6,68000.0
2008,179592.0,44.0,1.2,50000.0
2008,179592.0,44.0,1.2,50000.0
2014,276686.0,103.0,2.0,123000.0
2015,245953.0,96.0,2.0,150000.0
2015,245953.0,96.0,2.0,150000.0
2016,128200.0,81.0,1.2,100000.0
2016,128200.0,81.0,1.2,100000.0
2013,77882.0,66.0,1.6,50000.0
2013,77882.0,66.0,1.6,50000.0
2023,159924.0,140.0,2.0,150000.0
2023,159924.0,140.0,2.0,150000.0
2018,141440.0,110.0,2.0,110000.0
2018,141440.0,110.0,2.0,110000.0
2012,81447.0,44.0,1.0,106000.0
2017,100472.0,97.0,1.2,100000.0
2017,100472.0,97.0,1.2,100000.0
2011,174531.0,103.0,2.0,50000.0
2011,174531.0,103.0,2.0,50000.0
2017,170801.0,110.0,2.0,360000.0
2017,170801.0,110.0,2.0,360000.0
2013,126914.0,63.0,1.2,250000.0
2013,126914.0,63.0,1.2,250000.0
2024,50471.0,81.0,1.0,12680.0
2024,13867.0,70.0,1.5,11400.0
2023,41788.0,74.0,1.0,11400.0
2012,144026.0,52.0,1.0,70000.0
2012,144026.0,52.0,1.0,70000.0
2018,178974.0,110.0,2.0,100000.0
2018,178974.0,110.0,2.0,100000.0
2007,198875.0,51.0,1.2,50000.0
2007,198875.0,51.0,1.2,50000.0
2015,145794.0,66.0,1.5,360000.0
2015,145794.0,66.0,1.5,360000.0
2022,64079.0,78.0,1.5,150000.0
2022,64079.0,78.0,1.5,150000.0
2014,93975.0,77.0,1.2,100000.0
2014,93975.0,77.0,1.2,100000.0
2013,109165.0,63.0,1.2,60000.0
2012,168584.0,120.0,2.0,50000.0
2012,168584.0,120.0,2.0,50000.0
2014,104571.0,66.0,1.2,50000.0
2014,104571.0,66.0,1.2,50000.0
2014,110683.0,120.0,2.0,100000.0
2014,110683.0,120.0,2.0,100000.0
2021,159924.0,70.0,1.0,70000.0
2021,159924.0,70.0,1.0,70000.0
2021,122881.0,70.0,1.0,50000.0
2021,122881.0,70.0,1.0,50000.0
2018,86804.0,70.0,1.0,350000.0
2018,86804.0,70.0,1.0,350000.0
2015,187658.0,133.0,2.0,100000.0
2015,187658.0,133.0,2.0,100000.0
2018,91007.0,110.0,1.5,13250.0
2013,103490.0,63.0,1.2,95000.0
2020,141933.0,147.0,2.0,17070.0
2015,126611.0,55.0,1.5,100000.0
2015,126611.0,55.0,1.5,100000.0
2015,164204.0,110.0,2.0,100000.0
2015,164204.0,110.0,2.0,100000.0
2009,163760.0,108.0,2.0,50000.0
2009,163760.0,108.0,2.0,50000.0
2014,193423.0,133.0,2.0,100000.0
2014,193423.0,133.0,2.0,100000.0
2016,177651.0,162.0,2.0,13540.0
2013,127284.0,155.0,2.0,100000.0
2013,127284.0,155.0,2.0,100000.0
2011,111025.0,73.0,1.6,100000.0
2011,111025.0,73.0,1.6,100000.0
2021,187924.0,110.0,2.0,260000.0
2021,187924.0,110.0,2.0,260000.0
2017,191803.0,176.0,2.0,110000.0
2017,191803.0,176.0,2.0,110000.0
2016,138899.0,140.0,2.0,150000.0
2016,138899.0,140.0,2.0,150000.0
2014,173863.0,90.0,1.4,100000.0
2014,173863.0,90.0,1.4,100000.0
2016,114143.0,118.0,1.5,50000.0
2016,114143.0,118.0,1.5,50000.0
2010,231144.0,81.0,2.0,50000.0
2010,231144.0,81.0,2.0,50000.0
2018,182262.0,110.0,2.0,350000.0
2018,182262.0,110.0,2.0,350000.0
2011,166370.0,110.0,2.0,100000.0
2011,166370.0,110.0,2.0,100000.0
2024,7246.0,81.0,1.0,13370.0
2012,111531.0,110.0,1.8,81000.0
2008,99266.0,60.0,1.2,50000.0
2008,99266.0,60.0,1.2,50000.0
2011,160932.0,66.0,1.5,50000.0
2011,160932.0,66.0,1.5,50000.0
2017,90682.0,66.0,0.9,91000.0
2011,234045.0,103.0,2.0,76000.0
2019,127888.0,150.0,1.6,11690.0
2011,178487.0,92.0,1.6,50000.0
2011,178487.0,92.0,1.6,50000.0
2008,40191.0,61.0,1.2,100000.0
2008,40191.0,61.0,1.2,100000.0
2019,174530.0,85.0,1.6,100000.0
2019,174530.0,85.0,1.6,100000.0
2019,76600.0,96.0,1.5,100000.0
2019,76600.0,96.0,1.5,100000.0
2012,276654.0,170.0,3.0,100000.0
2012,276654.0,170.0,3.0,100000.0
2017,161755.0,81.0,1.0,100000.0
2017,161755.0,81.0,1.0,100000.0
2021,105951.0,110.0,1.5,12970.0
2018,122838.0,140.0,2.0,120000.0
2018,122838.0,140.0,2.0,120000.0
2014,140741.0,110.0,2.0,101000.0
2011,121022.0,82.0,1.6,60000.0
2011,121022.0,82.0,1.6,60000.0
2017,71654.0,92.0,1.2,100000.0
2017,71654.0,92.0,1.2,100000.0
2012,110479.0,66.0,1.4,78000.0
2016,236380.0,66.0,1.4,50000.0
2016,236380.0,66.0,1.4,50000.0
2021,28551.0,96.0,1.2,650000.0
2021,28551.0,96.0,1.2,650000.0
2017,192786.0,104.0,1.7,115000.0
2018,116351.0,176.0,2.0,11690.0
2007,150000.0,103.0,1.4,50000.0
2007,150000.0,103.0,1.4,50000.0
2010,118271.0,93.0,1.6,60000.0
2010,118271.0,93.0,1.6,60000.0
2018,156528.0,140.0,2.0,157000.0
2022,45759.0,120.0,1.5,12830.0
2024,18867.0,67.0,1.0,140000.0
2024,18867.0,67.0,1.0,140000.0
2018,140601.0,140.0,2.0,11970.0
2021,13587.0,81.0,1.0,100000.0
2021,13587.0,81.0,1.0,100000.0
2017,261035.0,110.0,2.0,67000.0
2020,113306.0,110.0,1.5,16100.0
2022,126902.0,147.0,2.0,21520.0
2020,127046.0,110.0,1.5,11400.0
2021,72575.0,81.0,1.0,11690.0
2019,208050.0,140.0,2.0,110000.0
2019,208050.0,140.0,2.0,110000.0
2018,140002.0,110.0,2.0,14250.0
2014,132106.0,96.0,2.0,50000.0
2014,132106.0,96.0,2.0,50000.0
2014,184669.0,77.0,1.6,81000.0
2009,168239.0,66.0,1.6,50000.0
2009,168239.0,66.0,1.6,50000.0
2013,142244.0,88.0,1.6,93000.0
2018,146569.0,133.0,2.0,11400.0
2020,87338.0,110.0,1.5,14250.0
2024,26094.0,82.0,1.0,11400.0
2008,87777.0,88.0,1.6,160000.0
2008,87777.0,88.0,1.6,160000.0
2023,51896.0,110.0,2.0,19810.0
2021,130458.0,85.0,2.0,60000.0
2021,130458.0,85.0,2.0,60000.0
2017,102632.0,81.0,1.5,144000.0
2012,162042.0,103.0,2.0,690000.0
2012,162042.0,103.0,2.0,690000.0
2022,86251.0,110.0,1.3,12830.0
2018,251369.0,110.0,1.5,90000.0
2011,148639.0,103.0,2.0,99000.0
2019,131401.0,85.0,1.6,11970.0
2010,141852.0,63.0,1.2,97000.0
2021,46927.0,116.0,1.3,13680.0
2019,84790.0,120.0,1.5,11400.0
2012,88256.0,66.0,1.2,50000.0
2012,88256.0,66.0,1.2,50000.0
2019,191229.0,110.0,2.0,55000.0
2012,222973.0,77.0,1.6,350000.0
2012,222973.0,77.0,1.6,350000.0
2014,134662.0,81.0,1.4,90000.0
2019,86734.0,125.0,1.4,11400.0
2021,92478.0,81.0,1.0,11400.0
2017,178140.0,140.0,2.0,11400.0
2015,168054.0,190.0,3.0,12680.0
2019,157731.0,110.0,1.5,10070.0
2015,126563.0,96.0,1.5,89000.0
2017,211824.0,88.0,1.6,67000.0
2022,157344.0,85.0,2.0,12110.0
2021,52285.0,116.0,1.3,145000.0
2023,94296.0,81.0,1.0,12260.0
2019,138205.0,85.0,1.6,79000.0
2016,166616.0,100.0,1.6,72000.0
2019,69331.0,110.0,1.5,11660.0
2017,88698.0,110.0,2.0,11830.0
2019,31754.0,103.0,1.4,11400.0
2016,102060.0,140.0,2.0,13970.0
2019,93673.0,96.0,1.5,173000.0
2020,190304.0,110.0,2.0,11970.0
2020,60773.0,110.0,1.5,13110.0
2023,5546.0,59.0,1.0,78000.0
2013,151200.0,63.0,1.2,56000.0
2021,51961.0,110.0,2.0,14250.0
2022,125352.0,110.0,1.6,99000.0
2022,150524.0,110.0,2.0,98000.0
2020,93111.0,85.0,1.0,107000.0
2021,161040.0,150.0,2.0,13970.0
